InternalID,StudentID,FirstName,LastName,CourseID,Year,Gender
1028,2024-1028,K,Y,3,4,F
1027,2024-1027,D,E,2,2,F
1026,2024-1026,E,L,4,1,F
1025,2024-1025,I,T,4,3,M
1024,2024-1024,B,P,4,2,O
1023,2024-1023,I,Q,1,2,F
1022,2024-1022,L,J,3,2,O
1021,2024-1021,T,O,3,2,O
1020,2024-1020,S,Z,2,1,O
1019,2024-1019,H,V,3,2,M
1018,2024-1018,Z,A,3,5,O
1017,2024-1017,W,Z,2,1,M
1016,2024-1016,I,D,4,1,O
1015,2024-1015,N,X,2,3,M
1014,2024-1014,H,G,1,1,F
1013,2024-1013,C,J,4,1,F
1012,2024-1012,Q,B,4,4,O
1011,2024-1011,V,B,3,1,O
1010,2024-1010,H,L,4,4,O
1009,2024-1009,E,J,3,3,O
1008,2024-1008,O,O,1,4,F
1007,2024-1007,N,L,3,5,O
1006,2024-1006,K,Y,2,5,F
1005,2024-1005,P,T,3,3,O
1004,2024-1004,S,C,2,4,F
1003,2024-1003,K,F,1,1,M
1002,2024-1002,O,W,4,4,O
1001,2024-1001,X,Z,2,1,M
1000,2024-1000,L,B,3,1,M
999,2024-0999,X,Q,3,5,M
998,2024-0998,Z,Q,2,1,M
997,2024-0997,A,L,2,5,O
996,2024-0996,R,U,2,5,O
995,2024-0995,L,T,2,3,F
994,2024-0994,N,U,4,3,F
993,2024-0993,B,P,3,1,O
992,2024-0992,O,U,4,1,M
991,2024-0991,X,H,4,1,O
990,2024-0990,G,Q,2,4,F
989,2024-0989,G,G,2,5,M
988,2024-0988,A,E,2,2,M
987,2024-0987,G,I,4,3,M
986,2024-0986,Z,O,3,3,F
985,2024-0985,C,T,4,1,M
984,2024-0984,L,S,2,4,F
983,2024-0983,C,N,1,4,F
982,2024-0982,V,D,3,1,O
981,2024-0981,U,D,2,2,F
980,2024-0980,U,G,1,4,M
979,2024-0979,Q,S,2,1,M
978,2024-0978,H,N,1,4,M
977,2024-0977,D,G,2,2,F
976,2024-0976,M,V,2,1,O
975,2024-0975,R,W,3,2,M
974,2024-0974,H,R,2,5,F
973,2024-0973,F,O,4,5,F
972,2024-0972,N,V,4,2,F
971,2024-0971,J,Y,1,2,F
970,2024-0970,W,Q,3,4,O
969,2024-0969,N,T,3,3,M
968,2024-0968,W,J,1,1,O
967,2024-0967,B,U,4,3,F
966,2024-0966,K,K,3,5,O
965,2024-0965,C,G,2,4,M
964,2024-0964,W,C,3,5,O
963,2024-0963,S,Y,4,2,F
962,2024-0962,O,Z,2,2,M
961,2024-0961,X,T,2,4,O
960,2024-0960,B,L,4,3,M
959,2024-0959,S,W,2,1,M
958,2024-0958,W,G,4,5,F
957,2024-0957,I,C,3,4,M
956,2024-0956,Z,Q,3,1,M
955,2024-0955,J,S,2,5,F
954,2024-0954,B,M,4,4,M
953,2024-0953,J,M,4,3,O
952,2024-0952,U,T,2,5,F
951,2024-0951,H,F,1,3,F
950,2024-0950,I,F,4,1,F
949,2024-0949,Z,R,4,3,F
948,2024-0948,U,O,4,5,O
947,2024-0947,V,G,4,1,M
946,2024-0946,O,O,4,2,F
945,2024-0945,Z,Z,4,5,F
944,2024-0944,L,N,2,5,O
943,2024-0943,F,H,4,5,M
942,2024-0942,S,W,2,1,O
941,2024-0941,G,B,1,5,O
940,2024-0940,V,A,1,4,M
939,2024-0939,Y,K,1,1,F
938,2024-0938,A,Y,4,5,F
937,2024-0937,M,E,4,2,O
936,2024-0936,O,Z,3,1,O
935,2024-0935,P,R,1,2,O
934,2024-0934,H,Y,2,3,O
933,2024-0933,B,M,1,4,M
932,2024-0932,B,E,4,3,F
931,2024-0931,U,R,4,1,M
930,2024-0930,O,H,4,4,O
929,2024-0929,Z,K,2,4,O
928,2024-0928,L,A,2,3,M
927,2024-0927,M,V,4,4,M
926,2024-0926,C,T,1,2,M
925,2024-0925,E,S,2,4,F
924,2024-0924,Y,M,4,4,O
923,2024-0923,G,D,1,2,F
922,2024-0922,A,A,4,4,M
921,2024-0921,A,U,3,3,O
920,2024-0920,M,X,4,4,F
919,2024-0919,C,N,4,3,F
918,2024-0918,V,E,1,5,O
917,2024-0917,X,A,2,2,F
916,2024-0916,E,P,1,2,M
915,2024-0915,F,V,2,5,O
914,2024-0914,F,S,3,2,O
913,2024-0913,X,A,1,4,F
912,2024-0912,B,S,4,2,M
911,2024-0911,O,X,3,3,F
910,2024-0910,Q,I,3,1,F
909,2024-0909,F,R,1,5,F
908,2024-0908,E,A,3,5,F
907,2024-0907,I,M,1,1,F
906,2024-0906,B,W,2,3,F
905,2024-0905,O,P,3,3,O
904,2024-0904,M,U,2,5,F
903,2024-0903,V,H,3,5,F
902,2024-0902,X,R,3,5,M
901,2024-0901,H,J,3,2,M
900,2024-0900,Q,D,2,1,O
899,2024-0899,Q,L,1,1,O
898,2024-0898,G,M,4,5,F
897,2024-0897,B,R,2,5,F
896,2024-0896,L,B,2,1,M
895,2024-0895,F,Q,3,1,M
894,2024-0894,N,W,1,5,M
893,2024-0893,U,Y,3,1,O
892,2024-0892,Q,P,1,4,M
891,2024-0891,M,U,1,4,F
890,2024-0890,E,T,4,4,M
889,2024-0889,E,D,2,3,F
888,2024-0888,G,S,4,4,F
887,2024-0887,H,N,3,3,F
886,2024-0886,H,U,1,5,O
885,2024-0885,G,Q,1,5,F
884,2024-0884,Y,T,4,3,F
883,2024-0883,C,Q,2,4,M
882,2024-0882,S,B,2,4,F
881,2024-0881,V,P,1,1,O
880,2024-0880,A,R,4,4,F
879,2024-0879,B,X,1,3,M
878,2024-0878,P,P,1,3,M
877,2024-0877,Q,Y,1,5,M
876,2024-0876,A,A,1,2,F
875,2024-0875,R,V,2,2,O
874,2024-0874,K,Z,2,2,O
873,2024-0873,D,R,2,5,M
872,2024-0872,S,V,4,4,F
871,2024-0871,L,O,1,2,O
870,2024-0870,O,I,1,1,M
869,2024-0869,Y,L,1,3,F
868,2024-0868,J,J,1,1,O
867,2024-0867,Q,A,4,3,F
866,2024-0866,W,A,1,3,F
865,2024-0865,M,O,4,5,F
864,2024-0864,T,W,4,3,F
863,2024-0863,F,I,2,2,M
862,2024-0862,L,P,2,2,O
861,2024-0861,I,L,2,5,M
860,2024-0860,Z,P,3,1,F
859,2024-0859,C,I,2,1,F
858,2024-0858,T,T,4,4,O
857,2024-0857,R,D,1,3,O
856,2024-0856,P,X,3,1,F
855,2024-0855,E,M,4,1,F
854,2024-0854,D,O,1,2,M
853,2024-0853,R,A,3,3,O
852,2024-0852,G,Q,3,3,M
851,2024-0851,R,L,4,1,F
850,2024-0850,N,L,1,5,O
849,2024-0849,K,U,2,5,M
848,2024-0848,C,E,3,5,M
847,2024-0847,L,N,3,1,O
846,2024-0846,Z,P,2,3,M
845,2024-0845,O,V,3,2,F
844,2024-0844,Q,I,4,5,O
843,2024-0843,A,N,3,3,O
842,2024-0842,U,U,2,4,O
841,2024-0841,T,B,3,1,M
840,2024-0840,C,G,4,2,O
839,2024-0839,F,D,4,4,F
838,2024-0838,J,M,1,5,F
837,2024-0837,U,D,1,4,F
836,2024-0836,S,S,1,4,O
835,2024-0835,S,J,4,3,M
834,2024-0834,G,I,3,4,O
833,2024-0833,N,Y,1,5,F
832,2024-0832,T,S,3,3,O
831,2024-0831,O,D,1,2,M
830,2024-0830,L,R,2,2,M
829,2024-0829,H,N,4,2,F
828,2024-0828,I,R,1,2,F
827,2024-0827,B,V,3,5,O
826,2024-0826,M,M,2,4,O
825,2024-0825,Y,K,1,2,F
824,2024-0824,B,D,2,2,M
823,2024-0823,E,A,3,4,M
822,2024-0822,B,G,2,3,F
821,2024-0821,H,B,2,4,F
820,2024-0820,O,M,1,3,O
819,2024-0819,F,M,4,3,M
818,2024-0818,H,Z,4,2,O
817,2024-0817,C,P,4,1,F
816,2024-0816,U,O,3,4,M
815,2024-0815,D,F,4,1,O
814,2024-0814,B,C,1,1,O
813,2024-0813,H,A,1,5,F
812,2024-0812,B,S,3,4,O
811,2024-0811,M,H,2,1,O
810,2024-0810,H,F,4,3,F
809,2024-0809,O,R,1,1,O
808,2024-0808,M,Q,2,4,M
807,2024-0807,S,T,2,2,M
806,2024-0806,W,H,2,4,F
805,2024-0805,L,P,1,3,F
804,2024-0804,N,X,1,2,M
803,2024-0803,N,X,2,2,F
802,2024-0802,G,H,4,2,O
801,2024-0801,L,N,2,1,O
800,2024-0800,D,P,3,5,O
799,2024-0799,Q,K,3,4,O
798,2024-0798,S,D,4,4,F
797,2024-0797,O,O,1,3,O
796,2024-0796,P,G,2,2,O
795,2024-0795,G,T,3,2,M
794,2024-0794,B,G,2,4,F
793,2024-0793,T,B,1,5,M
792,2024-0792,P,E,2,2,F
791,2024-0791,R,L,2,5,O
790,2024-0790,O,K,3,2,M
789,2024-0789,H,D,3,4,O
788,2024-0788,M,D,4,2,O
787,2024-0787,H,Q,4,3,M
786,2024-0786,U,W,2,4,F
785,2024-0785,U,G,1,2,F
784,2024-0784,W,Q,3,2,O
783,2024-0783,V,J,3,2,M
782,2024-0782,E,K,3,2,O
781,2024-0781,N,A,1,2,F
780,2024-0780,U,O,2,1,O
779,2024-0779,K,U,4,5,O
778,2024-0778,Q,U,2,1,M
777,2024-0777,C,B,3,1,O
776,2024-0776,F,A,3,4,O
775,2024-0775,T,M,1,5,F
774,2024-0774,F,Q,4,2,F
773,2024-0773,Q,X,4,4,M
772,2024-0772,N,Y,3,3,M
771,2024-0771,U,A,1,3,F
770,2024-0770,S,O,3,1,M
769,2024-0769,V,E,2,2,F
768,2024-0768,H,C,3,4,O
767,2024-0767,H,D,4,2,O
766,2024-0766,V,D,1,5,M
765,2024-0765,V,G,2,3,M
764,2024-0764,M,L,4,1,M
763,2024-0763,X,R,4,1,F
762,2024-0762,Z,X,1,2,F
761,2024-0761,M,M,2,3,M
760,2024-0760,K,N,3,4,O
759,2024-0759,Q,G,4,3,O
758,2024-0758,V,N,4,1,O
757,2024-0757,O,Z,2,4,F
756,2024-0756,E,E,4,5,O
755,2024-0755,G,R,1,5,O
754,2024-0754,B,D,1,5,F
753,2024-0753,I,A,3,2,F
752,2024-0752,O,Q,3,3,M
751,2024-0751,C,S,4,5,F
750,2024-0750,Y,R,3,1,O
749,2024-0749,G,Z,3,3,M
748,2024-0748,A,Q,4,5,F
747,2024-0747,F,F,4,1,O
746,2024-0746,M,X,4,3,O
745,2024-0745,W,D,3,4,M
744,2024-0744,O,I,4,5,O
743,2024-0743,K,Z,4,1,F
742,2024-0742,A,H,4,1,F
741,2024-0741,H,Z,3,5,M
740,2024-0740,X,S,2,4,O
739,2024-0739,B,Q,2,3,F
738,2024-0738,W,Y,3,2,M
737,2024-0737,J,X,2,3,M
736,2024-0736,G,K,2,2,F
735,2024-0735,J,J,4,1,M
734,2024-0734,L,Z,1,4,O
733,2024-0733,Y,P,4,5,O
732,2024-0732,D,M,4,3,O
731,2024-0731,K,C,4,3,M
730,2024-0730,Y,Q,4,5,M
729,2024-0729,U,A,2,3,O
728,2024-0728,U,H,4,2,F
727,2024-0727,U,P,1,2,O
726,2024-0726,C,Y,4,2,O
725,2024-0725,F,J,4,1,F
724,2024-0724,Y,I,2,4,F
723,2024-0723,R,W,1,5,O
722,2024-0722,Q,B,1,4,M
721,2024-0721,K,V,3,5,F
720,2024-0720,O,P,2,3,O
719,2024-0719,J,C,1,5,O
718,2024-0718,N,C,4,3,F
717,2024-0717,X,L,3,5,M
716,2024-0716,U,V,4,4,F
715,2024-0715,C,G,4,2,F
714,2024-0714,H,O,2,5,O
713,2024-0713,Z,K,4,5,O
712,2024-0712,Q,G,2,2,O
711,2024-0711,G,N,3,1,F
710,2024-0710,Q,H,1,3,O
709,2024-0709,R,J,1,5,M
708,2024-0708,P,Z,3,2,M
707,2024-0707,U,H,2,4,M
706,2024-0706,H,M,3,4,M
705,2024-0705,I,E,1,2,F
704,2024-0704,A,R,3,5,M
703,2024-0703,T,N,2,1,M
702,2024-0702,S,R,4,3,F
701,2024-0701,T,F,3,3,F
700,2024-0700,O,P,4,1,M
699,2024-0699,U,T,2,4,F
698,2024-0698,N,O,3,1,M
697,2024-0697,J,F,1,5,F
696,2024-0696,B,C,3,3,M
695,2024-0695,F,G,2,3,M
694,2024-0694,W,D,1,5,O
693,2024-0693,P,B,2,3,F
692,2024-0692,P,X,3,3,F
691,2024-0691,Y,K,3,2,M
690,2024-0690,U,O,2,2,M
689,2024-0689,Q,R,3,5,F
688,2024-0688,H,C,1,2,M
687,2024-0687,G,G,1,2,M
686,2024-0686,N,H,4,5,F
685,2024-0685,Y,F,1,1,O
684,2024-0684,Z,C,4,1,M
683,2024-0683,U,M,1,3,F
682,2024-0682,I,Z,1,2,F
681,2024-0681,C,Z,1,3,M
680,2024-0680,D,V,2,5,F
679,2024-0679,Z,B,3,3,M
678,2024-0678,B,A,2,4,O
677,2024-0677,I,C,1,4,F
676,2024-0676,L,O,2,3,O
675,2024-0675,P,U,4,2,F
674,2024-0674,A,C,1,3,O
673,2024-0673,D,O,4,5,F
672,2024-0672,E,N,2,4,O
671,2024-0671,O,R,1,1,O
670,2024-0670,K,X,1,2,F
669,2024-0669,B,H,1,2,O
668,2024-0668,A,V,2,5,M
667,2024-0667,S,W,4,2,F
666,2024-0666,V,U,3,2,F
665,2024-0665,A,P,3,2,O
664,2024-0664,N,A,3,4,M
663,2024-0663,P,L,2,3,F
662,2024-0662,C,N,3,4,M
661,2024-0661,P,D,2,5,M
660,2024-0660,D,F,3,2,O
659,2024-0659,S,T,3,1,O
658,2024-0658,H,N,4,5,M
657,2024-0657,C,X,4,2,M
656,2024-0656,F,Q,4,2,M
655,2024-0655,V,C,1,5,F
654,2024-0654,S,Q,4,2,O
653,2024-0653,O,V,3,1,M
652,2024-0652,K,Y,4,3,O
651,2024-0651,E,H,2,3,M
650,2024-0650,Y,N,2,1,O
649,2024-0649,B,U,2,1,M
648,2024-0648,S,Y,4,3,F
647,2024-0647,S,V,3,4,M
646,2024-0646,N,B,1,4,O
645,2024-0645,L,C,4,4,O
644,2024-0644,G,G,2,2,M
643,2024-0643,K,H,4,4,F
642,2024-0642,N,T,2,3,O
641,2024-0641,V,S,1,5,M
640,2024-0640,H,D,4,1,F
639,2024-0639,B,R,4,4,F
638,2024-0638,H,H,4,3,F
637,2024-0637,K,W,3,4,O
636,2024-0636,I,V,4,3,M
635,2024-0635,T,E,3,5,M
634,2024-0634,I,I,3,3,O
633,2024-0633,Z,V,4,4,O
632,2024-0632,G,P,3,2,F
631,2024-0631,P,G,2,2,M
630,2024-0630,E,Z,3,3,F
629,2024-0629,A,H,3,2,F
628,2024-0628,T,X,3,2,O
627,2024-0627,R,M,4,5,M
626,2024-0626,G,F,1,5,F
625,2024-0625,L,R,2,2,M
624,2024-0624,B,J,3,2,M
623,2024-0623,S,V,3,3,F
622,2024-0622,H,K,4,5,O
621,2024-0621,M,T,2,3,F
620,2024-0620,N,J,3,1,F
619,2024-0619,W,F,1,5,O
618,2024-0618,Q,Y,2,4,O
617,2024-0617,H,Y,2,5,M
616,2024-0616,F,U,3,1,M
615,2024-0615,I,J,3,2,M
614,2024-0614,N,M,1,4,F
613,2024-0613,Q,W,4,5,F
612,2024-0612,N,F,4,3,O
611,2024-0611,F,M,2,5,F
610,2024-0610,D,W,3,2,F
609,2024-0609,X,U,3,2,F
608,2024-0608,Y,V,2,4,M
607,2024-0607,D,W,4,5,F
606,2024-0606,U,C,2,4,M
605,2024-0605,N,G,1,1,O
604,2024-0604,G,I,2,1,M
603,2024-0603,J,U,4,2,M
602,2024-0602,H,P,3,3,O
601,2024-0601,Y,M,1,4,M
600,2024-0600,K,T,4,2,M
599,2024-0599,V,I,2,2,O
598,2024-0598,M,N,1,5,F
597,2024-0597,L,F,3,4,F
596,2024-0596,F,F,2,1,O
595,2024-0595,T,V,2,1,F
594,2024-0594,I,X,2,3,M
593,2024-0593,Y,P,3,2,O
592,2024-0592,T,M,2,1,O
591,2024-0591,A,P,2,2,M
590,2024-0590,M,Q,2,1,M
589,2024-0589,T,N,2,4,F
588,2024-0588,I,N,2,2,M
587,2024-0587,C,X,3,5,M
586,2024-0586,M,U,4,1,F
585,2024-0585,X,S,2,2,M
584,2024-0584,S,O,3,5,M
583,2024-0583,Q,K,1,5,F
582,2024-0582,G,D,4,1,M
581,2024-0581,S,A,1,1,O
580,2024-0580,V,D,1,2,O
579,2024-0579,P,I,3,3,F
578,2024-0578,H,Z,2,2,F
577,2024-0577,U,G,4,2,O
576,2024-0576,U,X,1,1,F
575,2024-0575,V,Z,4,5,O
574,2024-0574,R,J,2,4,M
573,2024-0573,L,Q,2,2,F
572,2024-0572,G,G,3,2,F
571,2024-0571,O,J,4,1,M
570,2024-0570,I,L,4,4,O
569,2024-0569,I,I,4,4,F
568,2024-0568,T,E,1,1,O
567,2024-0567,F,G,3,5,M
566,2024-0566,A,B,3,3,M
565,2024-0565,K,S,3,5,O
564,2024-0564,H,U,2,3,O
563,2024-0563,C,V,1,2,M
562,2024-0562,S,N,4,1,F
561,2024-0561,S,F,3,3,F
560,2024-0560,O,L,4,4,M
559,2024-0559,U,X,3,5,F
558,2024-0558,G,D,3,4,M
557,2024-0557,G,Q,3,2,F
556,2024-0556,O,C,2,4,F
555,2024-0555,H,H,3,1,M
554,2024-0554,E,B,2,2,O
553,2024-0553,D,U,3,4,F
552,2024-0552,X,D,1,2,M
551,2024-0551,P,O,3,3,M
550,2024-0550,L,O,2,2,F
549,2024-0549,S,E,1,2,O
548,2024-0548,T,E,4,5,O
547,2024-0547,M,F,4,5,M
546,2024-0546,V,W,3,1,F
545,2024-0545,Q,X,2,3,M
544,2024-0544,Z,B,1,5,O
543,2024-0543,K,H,2,3,M
542,2024-0542,L,U,4,5,F
257,2024-0257,X,T,1,4,M
256,2024-0256,D,D,4,2,M
255,2024-0255,O,C,1,5,O
254,2024-0254,C,V,1,4,F
253,2024-0253,G,N,4,5,M
252,2024-0252,G,O,4,1,M
251,2024-0251,R,O,1,2,O
250,2024-0250,X,M,2,5,M
249,2024-0249,V,O,2,1,O
248,2024-0248,H,Q,4,5,M
247,2024-0247,A,V,2,4,F
246,2024-0246,L,O,3,1,F
245,2024-0245,D,B,1,3,O
244,2024-0244,H,R,4,3,O
243,2024-0243,K,G,4,2,M
242,2024-0242,M,V,3,1,F
241,2024-0241,M,M,4,4,O
240,2024-0240,Y,S,2,4,M
239,2024-0239,R,N,3,1,M
238,2024-0238,Z,X,2,2,O
237,2024-0237,P,V,2,4,M
236,2024-0236,A,R,2,3,M
235,2024-0235,S,Q,2,1,M
234,2024-0234,N,N,3,5,O
233,2024-0233,P,E,4,1,M
232,2024-0232,R,M,1,3,M
231,2024-0231,W,E,2,2,O
230,2024-0230,O,M,3,3,F
229,2024-0229,B,G,3,3,F
228,2024-0228,P,E,3,2,M
227,2024-0227,M,Z,3,5,M
226,2024-0226,U,F,1,3,O
225,2024-0225,J,I,1,2,O
224,2024-0224,T,S,3,4,O
223,2024-0223,Z,E,3,4,O
222,2024-0222,D,Y,4,5,O
221,2024-0221,O,D,3,5,O
220,2024-0220,E,Y,1,3,F
219,2024-0219,N,X,2,1,M
218,2024-0218,N,V,1,1,F
217,2024-0217,S,F,1,5,O
216,2024-0216,H,E,3,2,F
215,2024-0215,L,T,3,1,F
214,2024-0214,L,X,3,1,F
213,2024-0213,N,F,3,1,O
212,2024-0212,B,G,4,3,O
211,2024-0211,M,G,4,4,O
210,2024-0210,W,X,3,2,O
209,2024-0209,H,N,3,4,M
208,2024-0208,Z,J,2,5,O
207,2024-0207,A,M,3,5,F
206,2024-0206,G,X,2,1,O
205,2024-0205,H,A,2,4,O
204,2024-0204,E,V,1,5,M
203,2024-0203,U,L,1,5,O
202,2024-0202,R,W,2,2,F
201,2024-0201,S,P,3,4,O
200,2024-0200,V,H,1,2,O
199,2024-0199,F,C,1,3,O
198,2024-0198,B,Z,1,1,O
197,2024-0197,P,W,4,4,M
196,2024-0196,W,S,1,3,O
195,2024-0195,C,A,2,4,M
194,2024-0194,O,A,2,3,M
193,2024-0193,B,L,3,1,O
192,2024-0192,R,F,1,4,F
191,2024-0191,N,B,1,3,F
190,2024-0190,M,M,3,4,F
189,2024-0189,V,M,1,2,O
188,2024-0188,U,E,1,3,O
187,2024-0187,B,N,2,5,M
186,2024-0186,D,F,4,3,F
185,2024-0185,A,S,1,1,M
184,2024-0184,M,I,2,1,M
183,2024-0183,V,O,3,5,O
182,2024-0182,Y,G,1,2,M
181,2024-0181,L,X,4,4,O
180,2024-0180,Q,L,1,3,M
179,2024-0179,E,W,3,4,M
178,2024-0178,H,R,4,1,O
177,2024-0177,L,L,3,2,M
176,2024-0176,A,G,3,3,O
175,2024-0175,Q,Z,3,4,O
174,2024-0174,G,G,1,1,M
173,2024-0173,B,H,4,5,O
172,2024-0172,A,E,2,4,O
171,2024-0171,A,Q,4,4,M
170,2024-0170,E,P,3,2,O
169,2024-0169,K,S,4,4,F
168,2024-0168,O,I,1,1,F
167,2024-0167,Z,V,4,1,M
166,2024-0166,W,A,1,3,M
165,2024-0165,X,V,4,3,M
164,2024-0164,T,N,1,3,F
163,2024-0163,K,L,4,5,O
162,2024-0162,H,Q,1,3,O
161,2024-0161,Y,Q,3,5,F
160,2024-0160,W,T,2,2,F
159,2024-0159,T,M,2,2,F
158,2024-0158,W,U,2,4,O
157,2024-0157,W,X,2,5,M
156,2024-0156,M,M,3,1,O
155,2024-0155,B,L,4,2,F
154,2024-0154,R,K,4,2,O
153,2024-0153,D,X,4,2,M
152,2024-0152,B,F,3,3,M
151,2024-0151,U,L,2,4,O
150,2024-0150,I,K,4,4,M
149,2024-0149,D,W,4,4,M
148,2024-0148,Q,H,3,3,F
147,2024-0147,T,Y,2,2,M
146,2024-0146,D,F,4,2,M
145,2024-0145,K,K,3,1,M
144,2024-0144,E,V,2,1,M
143,2024-0143,M,G,3,1,F
142,2024-0142,G,D,2,3,M
141,2024-0141,R,Y,3,1,O
140,2024-0140,S,G,2,1,O
139,2024-0139,S,G,3,5,M
138,2024-0138,U,D,1,5,O
137,2024-0137,J,J,4,1,M
136,2024-0136,L,H,2,1,O
135,2024-0135,X,F,2,1,O
134,2024-0134,Q,L,4,1,O
133,2024-0133,Q,N,4,4,M
132,2024-0132,U,O,2,3,M
131,2024-0131,B,U,4,1,O
130,2024-0130,I,F,1,5,O
129,2024-0129,W,O,2,5,M
128,2024-0128,T,P,2,3,O
59,2024-0059,B,B,4,2,M
58,2024-0058,Q,P,1,1,M
57,2024-0057,T,V,4,4,O
56,2024-0056,L,S,1,1,M
55,2024-0055,X,Y,3,1,F
54,2024-0054,W,N,3,5,F
53,2024-0053,M,N,2,4,F
52,2024-0052,Z,I,3,5,F
51,2024-0051,G,T,1,5,O
50,2024-0050,L,O,4,2,M
49,2024-0049,D,H,1,4,F
48,2024-0048,Y,Y,4,5,O
47,2024-0047,U,A,3,3,F
46,2024-0046,Z,B,4,1,M
45,2024-0045,X,X,1,4,F
44,2024-0044,D,E,3,5,M
43,2024-0043,T,I,1,5,M
42,2024-0042,Y,M,3,5,O
41,2024-0041,R,M,4,3,O
40,2024-0040,V,B,2,5,O
39,2024-0039,T,N,4,5,O
38,2024-0038,H,S,2,3,M
37,2024-0037,Y,L,1,5,M
36,2024-0036,J,F,4,2,O
35,2024-0035,N,R,1,5,F
34,2024-0034,L,E,3,4,F
33,2024-0033,R,G,1,4,O
32,2024-0032,T,T,4,1,O
31,2024-0031,E,G,4,1,O
30,2024-0030,X,F,1,3,O
13,2024-0013,G,T,2,5,F
12,2024-0012,X,Y,4,3,M
11,2024-0011,B,J,1,2,F
10,2024-0010,Z,G,3,5,O
9,2024-0009,C,Y,3,4,O
8,2024-0008,Q,E,2,1,M
7,2024-0007,W,M,2,4,O
6,2024-0006,R,K,4,5,O
5,2024-0005,P,F,2,4,F
4,2024-0004,And Now,Now I Know,2,5,F
3,2024-0003,Ive Tried,It Once,4,2,F
2,2024-0002,In,C Plus Plus,1,1,O
1,2024-0001,I Regret,Doing This,2,4,M
14,2024-0014,Y,H,1,1,M
15,2024-0015,T,U,4,4,O
16,2024-0016,G,R,4,1,O
17,2024-0017,R,V,3,5,F
18,2024-0018,Y,D,1,4,M
19,2024-0019,N,S,3,5,M
20,2024-0020,S,C,3,1,O
21,2024-0021,N,R,3,2,M
22,2024-0022,U,S,2,2,M
23,2024-0023,J,C,4,2,O
24,2024-0024,Q,Q,4,2,F
25,2024-0025,E,H,1,4,M
26,2024-0026,K,T,4,3,M
27,2024-0027,D,Q,1,1,M
28,2024-0028,Q,U,3,2,O
29,2024-0029,G,J,2,1,F
60,2024-0060,E,W,3,4,F
61,2024-0061,P,H,4,3,F
62,2024-0062,V,K,4,1,M
63,2024-0063,R,S,2,3,O
64,2024-0064,C,R,1,5,M
65,2024-0065,Q,A,4,5,M
66,2024-0066,K,Z,1,5,M
67,2024-0067,R,W,2,5,M
68,2024-0068,F,D,1,2,O
69,2024-0069,P,Y,3,3,O
70,2024-0070,I,F,4,4,O
71,2024-0071,J,D,4,1,O
72,2024-0072,J,G,3,1,O
73,2024-0073,L,I,2,5,O
74,2024-0074,S,U,2,5,M
75,2024-0075,L,I,2,5,F
76,2024-0076,F,K,1,4,M
77,2024-0077,Q,S,4,4,M
78,2024-0078,Y,X,3,4,F
79,2024-0079,V,V,4,4,F
80,2024-0080,R,E,1,3,M
81,2024-0081,E,N,1,3,O
82,2024-0082,R,R,3,1,F
83,2024-0083,U,W,1,3,F
84,2024-0084,T,U,2,3,O
85,2024-0085,Z,F,2,1,O
86,2024-0086,E,L,1,1,F
87,2024-0087,N,O,2,3,M
88,2024-0088,X,W,4,5,M
89,2024-0089,R,Y,1,5,M
90,2024-0090,J,V,1,5,O
91,2024-0091,M,Q,3,1,M
92,2024-0092,Q,C,3,1,M
93,2024-0093,N,T,2,2,M
94,2024-0094,X,H,2,1,M
95,2024-0095,Z,U,2,4,F
96,2024-0096,Q,R,4,1,M
97,2024-0097,J,C,4,3,M
98,2024-0098,T,H,4,1,O
99,2024-0099,O,F,1,1,M
100,2024-0100,X,Y,3,2,O
101,2024-0101,W,C,2,3,O
102,2024-0102,A,Y,4,2,M
103,2024-0103,R,S,3,4,F
104,2024-0104,K,I,2,1,F
105,2024-0105,B,T,1,3,O
106,2024-0106,M,K,2,2,O
107,2024-0107,N,B,1,4,O
108,2024-0108,I,Y,3,1,F
109,2024-0109,W,I,3,3,F
110,2024-0110,A,N,1,3,O
111,2024-0111,K,S,2,1,F
112,2024-0112,H,Y,2,2,F
113,2024-0113,P,L,1,5,M
114,2024-0114,I,W,2,3,F
115,2024-0115,W,V,1,3,F
116,2024-0116,H,L,4,4,F
117,2024-0117,K,Z,1,2,M
118,2024-0118,C,Y,1,1,F
119,2024-0119,F,P,2,3,F
120,2024-0120,U,I,2,3,M
121,2024-0121,M,J,2,3,F
122,2024-0122,P,H,3,1,O
123,2024-0123,I,X,3,3,M
124,2024-0124,N,Z,4,1,F
125,2024-0125,U,W,1,1,F
126,2024-0126,A,Q,3,2,F
127,2024-0127,I,K,1,4,F
258,2024-0258,O,M,2,2,M
259,2024-0259,O,V,1,5,O
260,2024-0260,Y,V,3,4,M
261,2024-0261,M,O,4,2,O
262,2024-0262,D,P,3,1,M
263,2024-0263,C,D,1,2,O
264,2024-0264,L,O,2,3,O
265,2024-0265,Z,E,2,4,F
266,2024-0266,Q,K,4,4,O
267,2024-0267,E,K,1,2,O
268,2024-0268,U,R,3,4,F
269,2024-0269,I,B,2,5,F
270,2024-0270,E,Y,3,4,M
271,2024-0271,V,B,2,2,F
272,2024-0272,D,G,3,2,M
273,2024-0273,Z,Y,3,3,O
274,2024-0274,A,Z,1,3,M
275,2024-0275,K,I,2,2,M
276,2024-0276,V,A,4,4,F
